Country,Year,life,population,income,region
Burundi,1808,31.5,,421.0,Sub-Saharan Africa
Burundi,1809,31.5,,422.0,Sub-Saharan Africa
Burundi,1810,31.5,899097,422.0,Sub-Saharan Africa
Burundi,1811,31.5,,422.0,Sub-Saharan Africa
Burundi,1812,31.5,,423.0,Sub-Saharan Africa
Burundi,1813,31.5,,423.0,Sub-Saharan Africa
Burundi,1814,31.5,,423.0,Sub-Saharan Africa
Burundi,1815,31.5,,424.0,Sub-Saharan Africa
Burundi,1816,31.5,,424.0,Sub-Saharan Africa
Burundi,1817,31.5,,425.0,Sub-Saharan Africa
Burundi,1818,31.5,,425.0,Sub-Saharan Africa
Burundi,1819,31.5,,425.0,Sub-Saharan Africa
Burundi,1820,31.5,917804,426.0,Sub-Saharan Africa
Burundi,1821,31.5,,426.0,Sub-Saharan Africa
Burundi,1822,31.5,,427.0,Sub-Saharan Africa
Burundi,1823,31.5,,427.0,Sub-Saharan Africa
Burundi,1824,31.5,,427.0,Sub-Saharan Africa
Burundi,1825,31.5,,428.0,Sub-Saharan Africa
Burundi,1826,31.5,,428.0,Sub-Saharan Africa
Burundi,1827,31.5,,429.0,Sub-Saharan Africa
Burundi,1828,31.5,,429.0,Sub-Saharan Africa
Burundi,1829,31.5,,429.0,Sub-Saharan Africa
Burundi,1830,31.5,972428,430.0,Sub-Saharan Africa
Burundi,1831,31.5,,430.0,Sub-Saharan Africa
Burundi,1832,31.5,,431.0,Sub-Saharan Africa
Burundi,1833,31.5,,431.0,Sub-Saharan Africa
Burundi,1834,31.5,,431.0,Sub-Saharan Africa
Burundi,1835,31.5,,432.0,Sub-Saharan Africa
Burundi,1836,31.5,,432.0,Sub-Saharan Africa
Burundi,1837,31.5,,433.0,Sub-Saharan Africa
Burundi,1838,31.5,,433.0,Sub-Saharan Africa
Burundi,1839,31.5,,433.0,Sub-Saharan Africa
Burundi,1840,31.5,1050588,434.0,Sub-Saharan Africa
Burundi,1841,31.5,,434.0,Sub-Saharan Africa
Burundi,1842,31.5,,435.0,Sub-Saharan Africa
Burundi,1843,31.5,,435.0,Sub-Saharan Africa
Burundi,1844,31.5,,435.0,Sub-Saharan Africa
Burundi,1845,31.5,,436.0,Sub-Saharan Africa
Burundi,1846,31.5,,436.0,Sub-Saharan Africa
Burundi,1847,31.5,,437.0,Sub-Saharan Africa
Burundi,1848,31.5,,437.0,Sub-Saharan Africa
Burundi,1849,31.5,,437.0,Sub-Saharan Africa
Burundi,1850,31.5,1135030,438.0,Sub-Saharan Africa
Burundi,1851,31.5,,438.0,Sub-Saharan Africa
Burundi,1852,31.5,,439.0,Sub-Saharan Africa
Burundi,1853,31.5,,439.0,Sub-Saharan Africa
Burundi,1854,31.5,,439.0,Sub-Saharan Africa
Burundi,1855,31.5,,440.0,Sub-Saharan Africa
Burundi,1856,31.5,,440.0,Sub-Saharan Africa
Burundi,1857,31.5,,441.0,Sub-Saharan Africa
Burundi,1858,31.5,,441.0,Sub-Saharan Africa
Burundi,1859,31.5,,441.0,Sub-Saharan Africa
Burundi,1860,31.5,1214527,442.0,Sub-Saharan Africa
Burundi,1861,31.5,,442.0,Sub-Saharan Africa
Burundi,1862,31.5,,443.0,Sub-Saharan Africa
Burundi,1863,31.5,,443.0,Sub-Saharan Africa
Burundi,1864,31.5,,444.0,Sub-Saharan Africa
Burundi,1865,31.5,,444.0,Sub-Saharan Africa
Burundi,1866,31.5,,444.0,Sub-Saharan Africa
Burundi,1867,31.5,,445.0,Sub-Saharan Africa
Burundi,1868,31.5,,445.0,Sub-Saharan Africa
Burundi,1869,31.5,,446.0,Sub-Saharan Africa
Burundi,1870,31.5,1299471,446.0,Sub-Saharan Africa
Burundi,1871,31.5,,446.0,Sub-Saharan Africa
Burundi,1872,31.5,,447.0,Sub-Saharan Africa
Burundi,1873,31.5,,447.0,Sub-Saharan Africa
Burundi,1874,31.5,,448.0,Sub-Saharan Africa
Burundi,1875,31.5,,448.0,Sub-Saharan Africa
Burundi,1876,31.5,,448.0,Sub-Saharan Africa
Burundi,1877,31.5,,449.0,Sub-Saharan Africa
Burundi,1878,31.5,,449.0,Sub-Saharan Africa
Burundi,1879,31.5,,450.0,Sub-Saharan Africa
Burundi,1880,31.5,1389698,450.0,Sub-Saharan Africa
Burundi,1881,31.5,,451.0,Sub-Saharan Africa
Burundi,1882,31.5,,451.0,Sub-Saharan Africa
Burundi,1883,31.5,,451.0,Sub-Saharan Africa
Burundi,1884,31.5,,452.0,Sub-Saharan Africa
Burundi,1885,31.5,,452.0,Sub-Saharan Africa
Burundi,1886,31.5,,453.0,Sub-Saharan Africa
Burundi,1887,31.5,,453.0,Sub-Saharan Africa
Burundi,1888,31.5,,453.0,Sub-Saharan Africa
Burundi,1889,31.5,,454.0,Sub-Saharan Africa
Burundi,1890,31.5,1485986,454.0,Sub-Saharan Africa
Burundi,1891,31.5,,455.0,Sub-Saharan Africa
Burundi,1892,31.5,,455.0,Sub-Saharan Africa
Burundi,1893,31.5,,456.0,Sub-Saharan Africa
Burundi,1894,31.5,,456.0,Sub-Saharan Africa
Burundi,1895,31.5,,456.0,Sub-Saharan Africa
Burundi,1896,31.5,,457.0,Sub-Saharan Africa
Burundi,1897,31.5,,457.0,Sub-Saharan Africa
Burundi,1898,31.5,,458.0,Sub-Saharan Africa
Burundi,1899,31.5,,458.0,Sub-Saharan Africa
Burundi,1900,31.5,1589452,459.0,Sub-Saharan Africa
Burundi,1901,31.5,,459.0,Sub-Saharan Africa
Burundi,1902,31.5,,459.0,Sub-Saharan Africa
Burundi,1903,31.5,,460.0,Sub-Saharan Africa
Burundi,1904,31.5,,460.0,Sub-Saharan Africa
Burundi,1905,31.5,,461.0,Sub-Saharan Africa
Burundi,1906,31.5,,461.0,Sub-Saharan Africa
Burundi,1907,31.5,,462.0,Sub-Saharan Africa
Burundi,1908,31.5,,462.0,Sub-Saharan Africa
Burundi,1909,31.5,,462.0,Sub-Saharan Africa
Burundi,1910,31.5,1699545,463.0,Sub-Saharan Africa
Burundi,1911,31.5,,463.0,Sub-Saharan Africa
Burundi,1912,31.5,,464.0,Sub-Saharan Africa
Burundi,1913,31.5,,464.0,Sub-Saharan Africa
Burundi,1914,31.5,,465.0,Sub-Saharan Africa
Burundi,1915,31.5,,465.0,Sub-Saharan Africa
Burundi,1916,31.5,,465.0,Sub-Saharan Africa
Burundi,1917,31.5,,466.0,Sub-Saharan Africa
Burundi,1918,12.18234224,,466.0,Sub-Saharan Africa
Burundi,1919,31.5,,467.0,Sub-Saharan Africa
Burundi,1920,31.5,1823651,467.0,Sub-Saharan Africa
Burundi,1921,28.01734,,468.0,Sub-Saharan Africa
Burundi,1922,24.534679999999998,,470.0,Sub-Saharan Africa
Burundi,1923,31.552020000000002,,471.0,Sub-Saharan Africa
Burundi,1924,31.569359999999996,,472.0,Sub-Saharan Africa
Burundi,1925,28.0867,,473.0,Sub-Saharan Africa
Burundi,1926,26.104039999999998,,475.0,Sub-Saharan Africa
Burundi,1927,24.62138,,476.0,Sub-Saharan Africa
Burundi,1928,26.138720000000003,,477.0,Sub-Saharan Africa
Burundi,1929,26.15606,,478.0,Sub-Saharan Africa
Burundi,1930,31.6734,1970229,480.0,Sub-Saharan Africa
Burundi,1931,31.69074,,481.0,Sub-Saharan Africa
Burundi,1932,31.70808,,482.0,Sub-Saharan Africa
Burundi,1933,31.72542,,483.0,Sub-Saharan Africa
Burundi,1934,31.742759999999997,,485.0,Sub-Saharan Africa
Burundi,1935,31.7601,,486.0,Sub-Saharan Africa
Burundi,1936,31.777440000000002,,487.0,Sub-Saharan Africa
Burundi,1937,31.79478,,488.0,Sub-Saharan Africa
Burundi,1938,31.81212,,490.0,Sub-Saharan Africa
Burundi,1939,31.829459999999997,,491.0,Sub-Saharan Africa
Burundi,1940,31.8468,2128589,492.0,Sub-Saharan Africa
Burundi,1941,31.864140000000003,,493.0,Sub-Saharan Africa
Burundi,1942,31.88148,,495.0,Sub-Saharan Africa
Burundi,1943,30.498820000000002,,496.0,Sub-Saharan Africa
Burundi,1944,17.91616,,497.0,Sub-Saharan Africa
Burundi,1945,31.9335,,498.0,Sub-Saharan Africa
Burundi,1946,33.336040000000004,,500.0,Sub-Saharan Africa
Burundi,1947,34.73858,,501.0,Sub-Saharan Africa
Burundi,1948,36.14112,,502.0,Sub-Saharan Africa
Burundi,1949,37.543659999999996,,503.0,Sub-Saharan Africa
Burundi,1950,38.9462,2308923,505.0,Sub-Saharan Africa
Burundi,1951,39.11554,2359234,525.0,Sub-Saharan Africa
Burundi,1952,39.43588,2403777,533.0,Sub-Saharan Africa
Burundi,1953,39.75522,"2,445,836",546.0,Sub-Saharan Africa
Burundi,1954,40.072559999999996,2487929,567.0,Sub-Saharan Africa
Burundi,1955,40.3899,2531800,576.0,Sub-Saharan Africa
Burundi,1956,40.70524,2578393,588.0,Sub-Saharan Africa
Burundi,1957,41.020579999999995,2627880,601.0,Sub-Saharan Africa
Burundi,1958,41.33692,2679765,608.0,Sub-Saharan Africa
Burundi,1959,41.65526,2733050,633.0,Sub-Saharan Africa
Burundi,1960,41.9786,2786740,632.0,Sub-Saharan Africa
Burundi,1961,42.30594,2840375,531.0,Sub-Saharan Africa
Burundi,1962,42.63828,2894510,567.0,Sub-Saharan Africa
Burundi,1963,42.973620000000004,2950903,582.0,Sub-Saharan Africa
Burundi,1964,43.30596,3011957,603.0,Sub-Saharan Africa
Burundi,1965,43.6213,3079034,610.0,Sub-Saharan Africa
Burundi,1966,43.90364,3153879,623.0,Sub-Saharan Africa
Burundi,1967,44.14698,3235125,665.0,Sub-Saharan Africa
Burundi,1968,44.35132,3317315,645.0,Sub-Saharan Africa
Burundi,1969,44.528659999999995,3392949,627.0,Sub-Saharan Africa
Burundi,1970,44.7,3457113,782.0,Sub-Saharan Africa
Burundi,1971,44.9,3507593,827.0,Sub-Saharan Africa
Burundi,1972,45.1,3547335,753.0,Sub-Saharan Africa
Burundi,1973,45.2,"3,582,952",806.0,Sub-Saharan Africa
Burundi,1974,45.1,3623853,788.0,Sub-Saharan Africa
Burundi,1975,45.0,3676991,780.0,Sub-Saharan Africa
Burundi,1976,45.1,3744696,826.0,Sub-Saharan Africa
Burundi,1977,45.2,3825484,909.0,Sub-Saharan Africa
Burundi,1978,45.5,3917866,879.0,Sub-Saharan Africa
Burundi,1979,46.0,4018927,856.0,Sub-Saharan Africa
Burundi,1980,46.4,4126544,887.0,Sub-Saharan Africa
Burundi,1981,47.2,4239673,945.0,Sub-Saharan Africa
Burundi,1982,48.0,4359122,922.0,Sub-Saharan Africa
Burundi,1983,48.8,4486613,929.0,Sub-Saharan Africa
Burundi,1984,49.4,4624617,908.0,Sub-Saharan Africa
Burundi,1985,49.8,4774258,994.0,Sub-Saharan Africa
Burundi,1986,49.9,4936429,1014.0,Sub-Saharan Africa
Burundi,1987,49.8,5108581,1032.0,Sub-Saharan Africa
Burundi,1988,49.6,5284173,1044.0,Sub-Saharan Africa
Burundi,1989,49.3,5454475,1037.0,Sub-Saharan Africa
Burundi,1990,49.0,5613141,1051.0,Sub-Saharan Africa
Burundi,1991,48.7,5759429,1075.0,Sub-Saharan Africa
Burundi,1992,48.4,5895131,1062.0,Sub-Saharan Africa
Burundi,1993,48.0,6019901,975.0,Sub-Saharan Africa
Burundi,1994,27.0,6134041,921.0,Sub-Saharan Africa
Burundi,1995,47.0,6239030,835.0,Sub-Saharan Africa
Burundi,1996,46.6,6333415,758.0,Sub-Saharan Africa
Burundi,1997,46.7,6420397,737.0,Sub-Saharan Africa
Burundi,1998,46.8,6511920,763.0,Sub-Saharan Africa
Burundi,1999,47.1,6623707,744.0,Sub-Saharan Africa
Burundi,2000,47.5,6767073,723.0,Sub-Saharan Africa
Burundi,2001,48.4,6946720,720.0,Sub-Saharan Africa
Burundi,2002,49.4,7159918,731.0,Sub-Saharan Africa
Burundi,2003,50.7,7401215,700.0,Sub-Saharan Africa
Burundi,2004,52.2,7661613,709.0,Sub-Saharan Africa
Burundi,2005,53.8,7934213,692.0,Sub-Saharan Africa
Burundi,2006,55.3,8218070,704.0,Sub-Saharan Africa
Burundi,2007,56.5,8514578,713.0,Sub-Saharan Africa
Burundi,2008,57.4,8821795,723.0,Sub-Saharan Africa
Burundi,2009,58.2,9137786,723.0,Sub-Saharan Africa
Burundi,2010,58.7,9461117,725.0,Sub-Saharan Africa
Burundi,2011,59.1,9790151,731.0,Sub-Saharan Africa
Burundi,2012,59.5,10124572,737.0,Sub-Saharan Africa
Burundi,2013,59.8,10465959,747.0,Sub-Saharan Africa
Burundi,2014,60.1,10816860,758.0,Sub-Saharan Africa
Burundi,2015,60.4,11178921,777.0,Sub-Saharan Africa
Cambodia,1800,35.0,2090000,903.0,East Asia & Pacific
Cambodia,1801,35.0,,904.0,East Asia & Pacific
Cambodia,1802,35.0,,904.0,East Asia & Pacific
Cambodia,1803,35.0,,904.0,East Asia & Pacific
Cambodia,1804,35.0,,904.0,East Asia & Pacific
Cambodia,1805,35.0,,904.0,East Asia & Pacific
Cambodia,1806,35.0,,904.0,East Asia & Pacific
Cambodia,1807,35.0,,904.0,East Asia & Pacific
Cambodia,1808,35.0,,905.0,East Asia & Pacific
Cambodia,1809,35.0,,905.0,East Asia & Pacific
Cambodia,1810,35.0,2090000,905.0,East Asia & Pacific
Cambodia,1811,35.0,,905.0,East Asia & Pacific
Cambodia,1812,35.0,,905.0,East Asia & Pacific
Cambodia,1813,35.0,,905.0,East Asia & Pacific
Cambodia,1814,35.0,,905.0,East Asia & Pacific
Cambodia,1815,35.0,,905.0,East Asia & Pacific
Cambodia,1816,35.0,,906.0,East Asia & Pacific
Cambodia,1817,35.0,,906.0,East Asia & Pacific
Cambodia,1818,35.0,,906.0,East Asia & Pacific
Cambodia,1819,35.0,,906.0,East Asia & Pacific
Cambodia,1820,35.0,2102468,906.0,East Asia & Pacific
Cambodia,1821,35.0,,908.0,East Asia & Pacific
Cambodia,1822,35.0,,909.0,East Asia & Pacific
Cambodia,1823,35.0,,910.0,East Asia & Pacific
Cambodia,1824,35.0,,912.0,East Asia & Pacific
Cambodia,1825,35.0,,913.0,East Asia & Pacific
Cambodia,1826,35.0,,914.0,East Asia & Pacific
Cambodia,1827,35.0,,916.0,East Asia & Pacific
Cambodia,1828,35.0,,917.0,East Asia & Pacific
Cambodia,1829,35.0,,918.0,East Asia & Pacific
Cambodia,1830,35.0,2137966,920.0,East Asia & Pacific
Cambodia,1831,35.0,,921.0,East Asia & Pacific
Cambodia,1832,35.0,,922.0,East Asia & Pacific
Cambodia,1833,35.0,,924.0,East Asia & Pacific
Cambodia,1834,35.0,,925.0,East Asia & Pacific
Cambodia,1835,35.0,,926.0,East Asia & Pacific
Cambodia,1836,35.0,,928.0,East Asia & Pacific
Cambodia,1837,35.0,,929.0,East Asia & Pacific
Cambodia,1838,35.0,,931.0,East Asia & Pacific
Cambodia,1839,35.0,,932.0,East Asia & Pacific
Cambodia,1840,35.0,2186829,933.0,East Asia & Pacific
Cambodia,1841,35.0,,935.0,East Asia & Pacific
Cambodia,1842,35.0,,936.0,East Asia & Pacific
Cambodia,1843,35.0,,937.0,East Asia & Pacific
Cambodia,1844,35.0,,939.0,East Asia & Pacific
Cambodia,1845,35.0,,940.0,East Asia & Pacific
Cambodia,1846,35.0,,942.0,East Asia & Pacific
Cambodia,1847,35.0,,943.0,East Asia & Pacific
Cambodia,1848,35.0,,944.0,East Asia & Pacific
Cambodia,1849,35.0,,946.0,East Asia & Pacific
Cambodia,1850,35.0,2236808,947.0,East Asia & Pacific
Cambodia,1851,35.0,,949.0,East Asia & Pacific
Cambodia,1852,35.0,,950.0,East Asia & Pacific
Cambodia,1853,35.0,,951.0,East Asia & Pacific
Cambodia,1854,35.0,,953.0,East Asia & Pacific
Cambodia,1855,35.0,,954.0,East Asia & Pacific
Cambodia,1856,35.0,,956.0,East Asia & Pacific
Cambodia,1857,35.0,,957.0,East Asia & Pacific
Cambodia,1858,35.0,,958.0,East Asia & Pacific
Cambodia,1859,35.0,,960.0,East Asia & Pacific
Cambodia,1860,35.0,2292897,961.0,East Asia & Pacific
Cambodia,1861,35.0,,963.0,East Asia & Pacific
Cambodia,1862,35.0,,964.0,East Asia & Pacific
Cambodia,1863,35.0,,966.0,East Asia & Pacific
Cambodia,1864,35.0,,967.0,East Asia & Pacific
Cambodia,1865,35.0,,968.0,East Asia & Pacific
Cambodia,1866,35.0,,970.0,East Asia & Pacific
Cambodia,1867,35.0,,971.0,East Asia & Pacific
Cambodia,1868,35.0,,973.0,East Asia & Pacific
Cambodia,1869,35.0,,974.0,East Asia & Pacific
Cambodia,1870,35.0,2376103,976.0,East Asia & Pacific
Cambodia,1871,35.0,,977.0,East Asia & Pacific
Cambodia,1872,35.0,,979.0,East Asia & Pacific
Cambodia,1873,35.0,,980.0,East Asia & Pacific
Cambodia,1874,35.0,,981.0,East Asia & Pacific
Cambodia,1875,35.0,,983.0,East Asia & Pacific
Cambodia,1876,35.0,,984.0,East Asia & Pacific
Cambodia,1877,35.0,,986.0,East Asia & Pacific
Cambodia,1878,35.0,,987.0,East Asia & Pacific
Cambodia,1879,35.0,,989.0,East Asia & Pacific
Cambodia,1880,35.0,2509963,990.0,East Asia & Pacific
Cambodia,1881,35.0,,992.0,East Asia & Pacific
Cambodia,1882,35.0,,993.0,East Asia & Pacific
Cambodia,1883,35.0,,995.0,East Asia & Pacific
Cambodia,1884,35.0,,996.0,East Asia & Pacific
Cambodia,1885,35.0,,997.0,East Asia & Pacific
Cambodia,1886,35.0,,999.0,East Asia & Pacific
Cambodia,1887,35.0,,1000.0,East Asia & Pacific
Cambodia,1888,35.0,,1002.0,East Asia & Pacific
Cambodia,1889,35.0,,1003.0,East Asia & Pacific
Cambodia,1890,35.0,2678588,1005.0,East Asia & Pacific
Cambodia,1891,35.0,,1006.0,East Asia & Pacific
Cambodia,1892,35.0,,1008.0,East Asia & Pacific
Cambodia,1893,35.0,,1009.0,East Asia & Pacific
Cambodia,1894,35.0,,1011.0,East Asia & Pacific
Cambodia,1895,35.0,,1012.0,East Asia & Pacific
Cambodia,1896,35.0,,1014.0,East Asia & Pacific
Cambodia,1897,35.0,,1015.0,East Asia & Pacific
Cambodia,1898,35.0,,1017.0,East Asia & Pacific
Cambodia,1899,35.0,,1018.0,East Asia & Pacific
Cambodia,1900,35.0,2859326,1020.0,East Asia & Pacific
Cambodia,1901,35.0,,1021.0,East Asia & Pacific
Cambodia,1902,35.0,,1023.0,East Asia & Pacific
Cambodia,1903,35.0,,1024.0,East Asia & Pacific
Cambodia,1904,35.0,,1026.0,East Asia & Pacific
Cambodia,1905,35.0,,1027.0,East Asia & Pacific
Cambodia,1906,35.0,,1029.0,East Asia & Pacific
Cambodia,1907,35.0,,1030.0,East Asia & Pacific
Cambodia,1908,35.0,,1032.0,East Asia & Pacific
Cambodia,1909,35.0,,1033.0,East Asia & Pacific
Cambodia,1910,35.0,3051759,1035.0,East Asia & Pacific
Cambodia,1911,35.0,,1037.0,East Asia & Pacific
Cambodia,1912,35.0,,1038.0,East Asia & Pacific
Cambodia,1913,35.0,,1040.0,East Asia & Pacific
Cambodia,1914,35.0,,1041.0,East Asia & Pacific
Cambodia,1915,35.0,,1043.0,East Asia & Pacific
Cambodia,1916,35.0,,1044.0,East Asia & Pacific
Cambodia,1917,35.0,,1046.0,East Asia & Pacific
Cambodia,1918,22.42884966,,1047.0,East Asia & Pacific
Cambodia,1919,35.0,,1049.0,East Asia & Pacific
Cambodia,1920,35.0,3326194,1050.0,East Asia & Pacific
Cambodia,1921,35.11676,,1052.0,East Asia & Pacific
Cambodia,1922,35.23352,,1054.0,East Asia & Pacific
Cambodia,1923,35.35028,,1056.0,East Asia & Pacific
Cambodia,1924,35.467040000000004,,1058.0,East Asia & Pacific
Cambodia,1925,35.5838,,1059.0,East Asia & Pacific
Cambodia,1926,35.700559999999996,,1061.0,East Asia & Pacific
Cambodia,1927,35.81732,,1063.0,East Asia & Pacific
Cambodia,1928,35.93408,,1065.0,East Asia & Pacific
Cambodia,1929,36.05084,,1066.0,East Asia & Pacific
Cambodia,1930,36.1676,3653758,1068.0,East Asia & Pacific
Cambodia,1931,36.28436,,1070.0,East Asia & Pacific
Cambodia,1932,36.40112,,1072.0,East Asia & Pacific
Cambodia,1933,36.51788,,1074.0,East Asia & Pacific
Cambodia,1934,36.634640000000005,,1075.0,East Asia & Pacific
Cambodia,1935,36.7514,,1077.0,East Asia & Pacific
Cambodia,1936,36.868159999999996,,1079.0,East Asia & Pacific
Cambodia,1937,36.98492,,1081.0,East Asia & Pacific
Cambodia,1938,37.10168,,1082.0,East Asia & Pacific
Cambodia,1939,37.21844,,1084.0,East Asia & Pacific
Cambodia,1940,36.3352,4013581,1086.0,East Asia & Pacific
Cambodia,1941,36.05196,,1088.0,East Asia & Pacific
Cambodia,1942,36.06872,,1089.0,East Asia & Pacific
Cambodia,1943,36.08548,,1091.0,East Asia & Pacific
Cambodia,1944,34.302240000000005,,1093.0,East Asia & Pacific
Cambodia,1945,30.919,,1095.0,East Asia & Pacific
Cambodia,1946,38.035759999999996,,1097.0,East Asia & Pacific
Cambodia,1947,39.34727,,1098.0,East Asia & Pacific
Cambodia,1948,40.65878,,1100.0,East Asia & Pacific
Cambodia,1949,41.970290000000006,,1102.0,East Asia & Pacific
Cambodia,1950,43.2818,4432716,1104.0,East Asia & Pacific
Cambodia,1951,43.53156,4539656,1114.0,East Asia & Pacific
Cambodia,1952,43.89732,4658653,1156.0,East Asia & Pacific
Cambodia,1953,44.23008,"4,784,792",1140.0,East Asia & Pacific
Cambodia,1954,44.52984,4914447,1242.0,East Asia & Pacific
Cambodia,1955,44.7976,5045284,1187.0,East Asia & Pacific
Cambodia,1956,45.03836,5176326,1311.0,East Asia & Pacific
Cambodia,1957,45.25612,5307886,1363.0,East Asia & Pacific
Cambodia,1958,45.457879999999996,5441365,1394.0,East Asia & Pacific
Cambodia,1959,45.661640000000006,5578905,1491.0,East Asia & Pacific
Cambodia,1960,45.8814,5722370,1539.0,East Asia & Pacific
Cambodia,1961,46.131159999999994,5872247,1484.0,East Asia & Pacific
Cambodia,1962,46.41592,6026696,1562.0,East Asia & Pacific
Cambodia,1963,46.72768,6181137,1634.0,East Asia & Pacific
Cambodia,1964,47.037440000000004,6329411,1548.0,East Asia & Pacific
Cambodia,1965,47.3572,6467196,1579.0,East Asia & Pacific
Cambodia,1966,47.70296,6588993,1608.0,East Asia & Pacific
Cambodia,1967,48.02572,6695460,1647.0,East Asia & Pacific
Cambodia,1968,48.22548,6795514,1678.0,East Asia & Pacific
Cambodia,1969,48.18124,6902025,1660.0,East Asia & Pacific
Cambodia,1970,47.5,7022185,1643.0,East Asia & Pacific
Cambodia,1971,47.8,7167716,1539.0,East Asia & Pacific
Cambodia,1972,48.1,7331162,1440.0,East Asia & Pacific
Cambodia,1973,48.2,"7,478,147",1161.0,East Asia & Pacific
Cambodia,1974,48.3,7561583,1101.0,East Asia & Pacific
Cambodia,1975,44.8,7551988,1096.0,East Asia & Pacific
Cambodia,1976,55.1,7431505,1116.0,East Asia & Pacific
Cambodia,1977,55.1,7222050,976.0,East Asia & Pacific
Cambodia,1978,49.3,6982522,1003.0,East Asia & Pacific
Cambodia,1979,49.4,6795102,891.0,East Asia & Pacific
Cambodia,1980,54.4,6718241,839.0,East Asia & Pacific
Cambodia,1981,54.7,6774509,822.0,East Asia & Pacific
Cambodia,1982,55.0,6945053,792.0,East Asia & Pacific
Cambodia,1983,55.5,7196139,791.0,East Asia & Pacific
Cambodia,1984,56.0,7475011,790.0,East Asia & Pacific
Cambodia,1985,56.3,7743065,787.0,East Asia & Pacific
Cambodia,1986,56.6,7990133,792.0,East Asia & Pacific
Cambodia,1987,58.1,8228268,920.0,East Asia & Pacific
Cambodia,1988,58.6,8467109,993.0,East Asia & Pacific
Cambodia,1989,58.9,8723550,1025.0,East Asia & Pacific
Cambodia,1990,59.1,9008856,996.0,East Asia & Pacific
Cambodia,1991,59.3,9323607,1055.0,East Asia & Pacific
Cambodia,1992,59.5,9659238,1096.0,East Asia & Pacific
Cambodia,1993,59.5,10007092,1004.0,East Asia & Pacific
Cambodia,1994,59.5,10355253,1058.0,East Asia & Pacific
Cambodia,1995,59.7,10694459,1091.0,East Asia & Pacific
Cambodia,1996,59.7,11022162,1117.0,East Asia & Pacific
Cambodia,1997,59.8,11338733,1148.0,East Asia & Pacific
Cambodia,1998,60.0,11641509,1176.0,East Asia & Pacific
Cambodia,1999,60.4,11928306,1285.0,East Asia & Pacific
Cambodia,2000,60.9,12197905,1368.0,East Asia & Pacific
Cambodia,2001,61.6,12448881,1448.0,East Asia & Pacific
Cambodia,2002,62.3,12681984,1516.0,East Asia & Pacific
Cambodia,2003,63.0,12901217,1617.0,East Asia & Pacific
Cambodia,2004,63.8,13112334,1755.0,East Asia & Pacific
Cambodia,2005,64.5,13320058,1957.0,East Asia & Pacific
Cambodia,2006,65.2,13525360,2136.0,East Asia & Pacific
Cambodia,2007,65.8,13728700,2321.0,East Asia & Pacific
Cambodia,2008,66.2,13933660,2442.0,East Asia & Pacific
Cambodia,2009,66.6,14144337,2409.0,East Asia & Pacific
Cambodia,2010,66.9,14363586,2513.0,East Asia & Pacific
Cambodia,2011,67.2,14593099,2646.0,East Asia & Pacific
Cambodia,2012,67.5,14832255,2790.0,East Asia & Pacific
Cambodia,2013,67.8,15078564,2942.0,East Asia & Pacific
Cambodia,2014,68.1,15328136,3093.0,East Asia & Pacific
Cambodia,2015,68.4,15577899,3267.0,East Asia & Pacific
Cameroon,1800,28.75,1860054,626.0,Sub-Saharan Africa
Cameroon,1801,28.75,,626.0,Sub-Saharan Africa
Cameroon,1802,28.75,,626.0,Sub-Saharan Africa
Cameroon,1803,28.75,,626.0,Sub-Saharan Africa
Cameroon,1804,28.75,,626.0,Sub-Saharan Africa
Cameroon,1805,28.75,,627.0,Sub-Saharan Africa
Cameroon,1806,28.75,,627.0,Sub-Saharan Africa
Cameroon,1807,28.75,,627.0,Sub-Saharan Africa
Cameroon,1808,28.75,,627.0,Sub-Saharan Africa
Cameroon,1809,28.75,,627.0,Sub-Saharan Africa
Cameroon,1810,28.75,1860054,627.0,Sub-Saharan Africa
Cameroon,1811,28.75,,627.0,Sub-Saharan Africa
Cameroon,1812,28.75,,627.0,Sub-Saharan Africa
Cameroon,1813,28.75,,627.0,Sub-Saharan Africa
Cameroon,1814,28.75,,627.0,Sub-Saharan Africa
Cameroon,1815,28.75,,627.0,Sub-Saharan Africa
Cameroon,1816,28.75,,628.0,Sub-Saharan Africa
Cameroon,1817,28.75,,628.0,Sub-Saharan Africa
Cameroon,1818,28.75,,628.0,Sub-Saharan Africa
Cameroon,1819,28.75,,628.0,Sub-Saharan Africa
Cameroon,1820,28.75,1874663,628.0,Sub-Saharan Africa
Cameroon,1821,28.75,,631.0,Sub-Saharan Africa
Cameroon,1822,28.75,,634.0,Sub-Saharan Africa
Cameroon,1823,28.75,,637.0,Sub-Saharan Africa
Cameroon,1824,28.75,,640.0,Sub-Saharan Africa
Cameroon,1825,28.75,,643.0,Sub-Saharan Africa
Cameroon,1826,28.75,,646.0,Sub-Saharan Africa
Cameroon,1827,28.75,,650.0,Sub-Saharan Africa
Cameroon,1828,28.75,,653.0,Sub-Saharan Africa
Cameroon,1829,28.75,,656.0,Sub-Saharan Africa
Cameroon,1830,28.75,1916391,659.0,Sub-Saharan Africa
Cameroon,1831,28.75,,662.0,Sub-Saharan Africa
Cameroon,1832,28.75,,665.0,Sub-Saharan Africa
Cameroon,1833,28.75,,669.0,Sub-Saharan Africa
Cameroon,1834,28.75,,672.0,Sub-Saharan Africa
Cameroon,1835,28.75,,675.0,Sub-Saharan Africa
